#OTU ID	description	1	10	11	12	13	14	15	16	17	18	19	2	20	22	23	24	25	26	27	28	29	3	30	31	32	33	34	35	36	37	38	39	4	40	41	42	43	5	6	7	8	9
EC:1.1.1.1	Alcohol dehydrogenase	6652.260000000001	6794.68	15640.08	3821.21	5559.66	9522.929999999997	7855.94	5686.799999999998	6189.029999999999	2639.28	2675.42	5561.81	2883.14	4581.6500000000015	2978.97	4287.5	7059.049999999998	4824.11	6281.990000000002	4416.43	16105.070000000003	3267.11	4383.61	5206.39	11137.670000000002	5254.700000000002	5110.1100000000015	7278.619999999999	4148.210000000001	3101.89	4791.71	4679.180000000001	4294.0	4023.02	4996.96	2217.8	9825.92	9582.53	3264.45	2614.69	20539.23	8884.09
EC:1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase	4003.03	6190.299999999998	15169.35	3517.9099999999994	13921.24	6029.77	5062.88	12348.12	13836.94	4237.73	4767.92	13863.980000000005	7480.439999999999	4461.96	6539.959999999999	9110.14	4519.26	7128.06	12665.68	5768.990000000002	6116.63	4920.009999999998	6294.51	13909.350000000002	12505.429999999997	14748.089999999995	9085.28	10590.02	8086.19	7629.44	13264.490000000002	3334.12	9484.07	9247.95	8169.94	3941.2100000000014	8573.81	11821.63	8654.46	6820.910000000002	14246.770000000002	5528.1799999999985
EC:1.1.1.103	L-threonine 3-dehydrogenase	1924.83	753.9800000000001	4401.030000000002	216.66	686.1700000000002	165.28000000000003	37.67	761.6	687.8000000000002	180.71	391.85	551.75	349.0	820.8399999999998	239.8	164.5	1527.9899999999998	1163.7599999999998	927.11	723.75	691.4000000000002	791.9200000000002	206.32	286.33	2307.66	429.33	609.0000000000001	1027.69	494.22	545.6700000000002	373.0	471.5	366.34	145.34	150.32999999999996	368.59	973.89	144.07	532.0	298.00000000000006	7535.839999999998	3308.52
EC:1.1.1.108	Carnitine 3-dehydrogenase	0.0	4.0	0.0	0.0	170.0	96.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.8	0.0	0.0	12.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	7.0	0.0	0.0	0.0	2.0	0.0	0.0	34.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	2.4
EC:1.1.1.11	D-arabinitol 4-dehydrogenase	0.0	0.0	65.19000000000001	0.0	0.0	46.95	0.0	0.0	0.0	9.71	43.86	15.09	0.0	0.0	74.23	0.0	0.0	78.42999999999998	0.0	173.07999999999996	52.48	116.69	0.0	0.0	1.0	0.0	100.5	6.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.26	132.39	0.0	0.0	0.0	188.52	74.00999999999998
EC:1.1.1.122	D-threo-aldose 1-dehydrogenase	0.0	3.5	33.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	26.75	0.0	0.0	0.0	11.67	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.25	0.0	0.0	0.0	23.62	0.0
EC:1.1.1.125	2-deoxy-D-gluconate 3-dehydrogenase	313.5	96.64	1394.2	35.0	0.0	445.00000000000006	165.5	103.0	234.8	178.88	329.0800000000001	168.18	146.0	255.96	289.7100000000001	154.0	653.16	621.86	559.5999999999998	564.1600000000002	3454.63	535.06	182.0	306.0	399.0	401.5	525.0	586.72	1027.35	183.5	338.0	539.5	102.62	246.0	354.0	479.52	1073.78	1216.0	33.0	51.0	1577.81	712.2700000000002
EC:1.1.1.130	3-dehydro-L-gulonate 2-dehydrogenase	313.5	94.64	1228.79	35.0	148.6	22.43	5.0	196.0	84.8	50.5	79.33	208.0	50.0	141.0	98.0	28.0	284.16	175.23000000000005	120.6	88.47	80.17	109.86	50.0	59.0	392.64999999999986	163.0	80.37	117.86	101.14	79.0	143.7	79.5	10.0	13.6	54.0	69.53	124.5	80.8	4.83	37.5	1055.66	529.5
EC:1.1.1.132	GDP-mannose 6-dehydrogenase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.8	0.0	0.0	12.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4
EC:1.1.1.133	dTDP-4-dehydrorhamnose reductase	2573.53	2077.04	6678.110000000002	1269.7600000000002	5580.759999999998	839.6300000000001	1559.77	5065.33	5051.55	1487.0699999999995	1639.3100000000006	5210.020000000002	2983.5399999999995	1168.6199999999994	2280.890000000001	3270.26	2150.03	3374.1900000000014	5126.410000000002	2310.05	1075.04	1890.04	3043.57	5631.7400000000025	5226.16	5651.4299999999985	2990.67	4409.19	4060.1400000000012	2764.470000000001	5423.3200000000015	1542.0	3564.61	3268.94	3138.9	1458.7800000000002	3217.39	4324.37	3451.1	2934.0000000000005	9159.070000000003	3535.76
EC:1.1.1.136	UDP-N-acetylglucosamine 6-dehydrogenase	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	51.91	0.0	0.71	24.0	0.0	8.71	220.8	3.86	0.0	20.8	0.0	102.0	11.0	4.0	0.0	20.86	0.0	0.0	11.2	5.0	3.71	0.0	71.0	0.0	0.0	0.0	15.67	0.0	0.0	28.0	0.0	0.0	0.0	4.4
EC:1.1.1.137	Ribitol-5-phosphate 2-dehydrogenase	0.0	6.0	2.0	29.0	9.5	198.0	56.0	33.5	77.0	18.340000000000003	77.99	19.33	45.33	82.0	42.01	1.0	0.0	72.67	0.0	42.34	25.34	0.0	0.0	14.33	2.67	0.0	16.67	0.0	7.33	19.0	22.67	0.0	59.0	75.0	107.33	0.0	26.67	0.0	5.0	8.0	21.0	35.0
EC:1.1.1.14	L-iditol 2-dehydrogenase	0.0	699.5	62.24	96.0	2762.3	894.0	0.0	2567.6	3481.58	138.88	97.24	3451.25	1810.0	0.0	131.72	2175.36	33.42	352.12	1972.0	340.12	19.67	483.30000000000007	392.0	3331.53	1933.0	2514.33	965.06	2509.17	801.4	372.0	2320.87	0.0	2104.62	2068.6	1728.0	897.2	57.28	908.2	2266.0	709.0	139.32999999999998	206.0
EC:1.1.1.140	Sorbitol-6-phosphate 2-dehydrogenase	2204.83	676.4800000000001	4909.310000000001	269.33000000000004	87.97	223.80000000000004	93.67	491.5	600.63	163.87999999999997	525.04	273.96000000000004	39.5	941.8399999999997	480.34	281.5	1812.15	1238.3299999999995	979.81	996.15	759.8499999999998	884.43	357.82000000000005	137.57999999999998	2302.33	53.83	576.74	1365.5400000000004	399.82	629.6700000000002	0.0	622.5	105.34	148.34	93.33	723.5999999999998	1307.89	4.67	224.0	358.0	8813.46	3831.53
EC:1.1.1.157	3-hydroxybutyryl-CoA dehydrogenase	595.0	434.96	3450.07	253.33	2872.5	2061.61	450.92	1686.5500000000004	2998.62	371.04	734.37	3692.68	1348.83	1089.47	794.34	1887.24	888.0799999999998	1172.9999999999998	2761.78	801.23	6852.25	1008.3100000000003	655.0	2617.11	2670.38	2978.79	1454.99	2103.96	2612.09	687.0	2747.84	718.75	977.12	1743.17	1933.87	837.02	1833.76	2962.5	1206.0	1432.0	1612.19	771.78
EC:1.1.1.159	7-alpha-hydroxysteroid dehydrogenase	2169.83	1069.98	4409.240000000002	523.66	740.07	259.33	137.67000000000002	1113.5	851.13	613.46	511.19	463.66	260.5	1646.34	349.32	282.0	1525.4899999999998	1230.7299999999998	1222.11	693.57	569.84	1007.98	342.32	234.41	2511.16	653.3299999999998	849.2000000000003	1079.53	1130.1799999999996	649.6700000000002	842.2	416.5	418.96	349.94000000000005	139.32999999999998	312.53	914.5	773.72	527.5	309.50000000000006	7342.65	3296.01
