#OTU ID	description	1	10	11	12	13	14	15	16	17	18	19	2	20	22	23	24	25	26	27	28	29	3	30	31	32	33	34	35	36	37	38	39	4	40	41	42	43	5	6	7	8	9
K00001	E1.1.1.1, adh; alcohol dehydrogenase [EC:1.1.1.1]	412.7	2187.32	214.74	963.03	1354.12	3923.52	3251.57	1217.99	265.67	75.0	261.63	899.59	915.88	1071.89	249.09000000000003	611.5	924.1699999999997	486.0	1464.27	552.3199999999998	3348.57	555.66	1166.45	737.7500000000001	1369.65	1025.2399999999998	941.27	1308.01	1092.04	655.5	958.67	884.0	572.05	898.67	954.42	470.83	1206.0	2712.4	711.4900000000001	628.1600000000002	1925.79	293.33
K00002	AKR1A1, adh; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00003	E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]	1013.7	3049.72	4140.56	2200.76	4565.8499999999985	3882.27	3662.74	4652.799999999998	5317.05	1731.9399999999994	2189.82	4646.65	2516.95	2250.67	1943.13	3550.74	1813.65	2001.0	4080.65	1819.99	7012.009999999998	1662.8300000000004	2850.870000000001	4825.49	4579.530000000002	4826.81	3877.09	3626.19	3607.59	1587.81	4710.57	1621.81	3191.68	3633.74	3475.15	1114.5700000000004	3946.0	7219.68	3629.9	2022.77	442.13	575.81
K00004	BDH, butB; (R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.4 1.1.1.- 1.1.1.303]	326.2	28.4	72.8	345.1	8.0	1504.3000000000004	351.1	160.76	22.6	170.4	223.23	176.15	68.13	149.91000000000003	304.55000000000007	16.0	353.7	64.6	87.8	284.8	3254.0	62.0	73.6	91.8	11.8	98.3	330.15	40.6	272.21000000000004	24.9	90.0	236.0	144.85	18.2	194.0	0.0	765.75	1024.0	15.4	10.6	82.0	174.75
K00005	gldA; glycerol dehydrogenase [EC:1.1.1.6]	2567.03	1602.38	4696.160000000002	994.09	2239.33	722.95	1103.2399999999998	2338.3	2238.6	736.98	1207.77	1565.8200000000004	926.63	1054.34	799.38	1354.88	2350.14	1869.99	2148.36	1677.41	4142.88	1354.85	856.19	1547.05	3366.5200000000004	2151.64	1652.72	2640.34	1393.75	943.23	1810.4	931.31	1139.8100000000004	1707.41	1176.64	1365.92	2411.78	2018.6	1419.0700000000004	960.44	8283.909999999998	3769.11
K00007	dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]	0.0	0.0	65.19000000000001	0.0	0.0	46.95	0.0	0.0	0.0	9.71	43.86	15.09	0.0	0.0	74.23	0.0	0.0	78.42999999999998	0.0	173.07999999999996	52.48	116.69	0.0	0.0	1.0	0.0	100.5	6.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.26	132.39	0.0	0.0	0.0	188.52	74.00999999999998
K00008	SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]	0.0	699.5	62.24	96.0	2762.3	894.0	0.0	2567.6	3481.58	138.88	97.24	3451.25	1810.0	0.0	131.72	2175.36	33.42	352.12	1972.0	340.12	19.67	483.30000000000007	392.0	3331.53	1933.0	2514.33	965.06	2509.17	801.4	372.0	2320.87	0.0	2104.62	2068.6	1728.0	897.2	57.28	908.2	2266.0	709.0	139.32999999999998	206.0
K00009	mtlD; mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]	313.5	201.64	1315.0100000000004	113.67	375.5	988.45	187.0	230.0	240.3	47.88	280.19	550.59	299.5	163.5	333.48	520.5	610.66	511.43	482.2	591.5799999999998	232.73000000000005	356.73	1400.5	284.25	549.1700000000002	317.5	610.17	1060.71	358.14	689.0	335.0	1031.5	177.0	251.0	295.0	377.26000000000016	825.89	1038.0	600.0	324.5	1443.1800000000005	691.01
K00010	iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]	0.0	89.0	200.50000000000003	103.0	266.87	91.47	0.0	311.43	152.57	29.340000000000003	107.39	671.0100000000001	177.0	1.33	344.79	387.36	87.35	342.86	75.67	373.3	108.71	310.31	0.0	338.43	370.0	148.65	253.0	373.22	136.4	28.0	215.67	0.0	63.24	51.0	193.0	230.52	273.78000000000003	11.4	341.0	46.0	535.4	198.02
K00012	UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]	2063.83	1152.9	9448.31	1338.9900000000002	4824.33	1993.1	1014.34	3919.15	3736.2	1610.17	2188.74	4438.499999999999	2626.2400000000007	2595.55	2467.73	2346.8	1984.99	3233.36	4835.61	2402.93	1061.4	1861.0	2342.37	4050.61	4899.710000000001	5853.52	3896.43	3814.95	3735.2300000000014	4575.720000000002	4235.79	733.5	2972.5600000000013	2983.3100000000004	2438.06	2008.3200000000006	1198.39	2840.7700000000004	2294.23	3226.3	10874.749999999998	3618.15
K00013	hisD; histidinol dehydrogenase [EC:1.1.1.23]	2718.53	3360.5	8463.84	2317.59	4445.19	3773.97	3268.4400000000005	4512.529999999999	4844.510000000001	1480.6099999999994	2114.830000000001	4835.9000000000015	2749.38	2924.84	2100.7	3601.7599999999993	2762.36	2826.720000000001	4540.1100000000015	2220.74	4617.4	2110.7100000000005	1905.57	4497.870000000001	6008.31	4607.18	3647.490000000001	3832.45	2731.630000000001	3047.220000000001	4271.810000000001	905.5	2909.24	3339.11	2981.3199999999993	1646.62	3798.39	5935.219999999998	2945.76	2719.330000000001	9480.97	3721.95
K00014	aroE; shikimate dehydrogenase [EC:1.1.1.25]	2718.53	3809.5	9928.909999999998	2505.75	6926.039999999999	4324.169999999999	3600.4100000000008	7000.3899999999985	6706.880000000001	3082.07	3660.62	6615.380000000003	4138.029999999999	3158.55	4693.49	4775.14	2820.65	4669.469999999998	6671.76	3865.53	2127.0400000000004	3134.93	4254.339999999998	7258.200000000002	7143.370000000001	7141.189999999998	5633.830000000001	5095.839999999998	4398.050000000001	4355.380000000001	6876.710000000003	2218.31	5222.859999999999	5334.98	4279.6399999999985	2700.15	4572.81	5619.15	4544.93	3834.1700000000014	10368.08	4165.77
